Gene_ids	Treatment1	Treatment2	Treatment3	Controle1	Controle2	Controle3
ENSG00000285030	0	0	0	0	0	0
ENSG00000139344	10	7	9	12	7	7
ENSG00000084110	1	2	0	0	1	1
ENSG00000257878	0	0	0	0	0	0
ENSG00000111144	1718	1268	1483	1827	1431	1431
ENSG00000257715	0	0	0	0	0	0
ENSG00000258251	0	0	0	0	0	0
ENSG00000277062	0	0	0	0	0	0
ENSG00000283422	0	0	0	0	1	1
ENSG00000111145	417	362	406	516	415	415
ENSG00000258177	0	0	0	0	0	0
ENSG00000287454	0	1	0	0	0	0
ENSG00000059758	543	565	681	771	455	455
ENSG00000201435	0	0	0	0	0	0
ENSG00000257169	0	0	0	0	1	1
ENSG00000258272	0	0	0	0	0	0
ENSG00000252827	0	0	0	0	0	0
ENSG00000188596	9	10	11	12	3	3
ENSG00000258846	16	13	12	0	0	0
ENSG00000139350	1211	1206	1223	1075	692	692
ENSG00000202368	0	0	0	0	0	0
ENSG00000258131	1	1	0	0	0	0
ENSG00000257470	0	0	0	0	1	1
ENSG00000279190	0	0	0	0	0	0
ENSG00000286434	0	0	0	0	0	0
ENSG00000257920	0	0	0	0	0	0
ENSG00000255794	5	1	2	2	2	2
ENSG00000221479	0	0	0	0	0	0
ENSG00000273942	0	0	0	0	0	0
ENSG00000274230	0	0	0	0	0	0
ENSG00000275231	0	0	0	0	0	0
ENSG00000273570	0	0	0	0	0	0
ENSG00000275971	0	0	0	0	0	0
ENSG00000274819	0	0	0	0	0	0
ENSG00000251844	0	0	0	0	0	0
ENSG00000278802	0	0	0	0	0	0
ENSG00000276398	0	0	0	0	0	0
ENSG00000279798	8	6	6	3	3	3
ENSG00000207586	0	0	0	0	0	0
ENSG00000277081	0	0	0	0	0	0
ENSG00000257157	0	0	0	0	0	0
ENSG00000257501	0	0	1	0	0	0
ENSG00000206899	0	0	0	1	0	0
ENSG00000265861	0	0	0	0	0	0
ENSG00000263890	0	0	0	0	0	0
ENSG00000258312	0	0	0	0	0	0
ENSG00000257580	0	0	0	0	0	0
ENSG00000201296	0	0	0	0	0	0
ENSG00000286056	0	0	0	0	0	0
ENSG00000227825	6	2	1	8	6	6
ENSG00000245017	4	5	5	5	2	2
ENSG00000257167	216	161	189	134	113	113
ENSG00000120802	6322	5784	6135	4529	2994	2994
ENSG00000225185	0	1	2	0	0	0
ENSG00000075415	11261	7767	8586	8995	7497	7497
ENSG00000212443	2	2	4	4	1	1
ENSG00000166130	197	189	215	243	156	156
ENSG00000120868	274	280	340	389	331	331
ENSG00000185046	77	99	133	92	79	79
ENSG00000258204	0	0	0	0	0	0
ENSG00000257458	0	0	0	0	0	0
ENSG00000202324	0	0	0	0	0	0
ENSG00000258039	0	0	0	0	0	0
ENSG00000180219	1	0	1	0	0	0
ENSG00000287675	0	0	0	0	0	0
ENSG00000214203	6	3	3	1	1	1
ENSG00000279148	13	10	12	17	7	7
ENSG00000111647	497	589	626	793	561	561
ENSG00000280088	70	42	55	55	42	42
ENSG00000257696	6	0	4	17	14	14
ENSG00000238105	444	433	574	360	602	602
ENSG00000266610	0	0	0	0	0	0
ENSG00000257489	16	32	30	24	28	28
ENSG00000221476	0	0	0	0	0	0
ENSG00000075089	802	633	664	852	508	508
ENSG00000166153	47	58	46	44	19	19
ENSG00000206790	0	1	0	0	0	0
ENSG00000136021	2063	2080	2374	2594	1782	1782
ENSG00000179520	0	0	1	1	0	0
ENSG00000012504	0	0	1	1	0	0
ENSG00000271177	0	0	0	0	0	0
ENSG00000139354	414	479	507	423	275	275
ENSG00000257803	1	3	1	1	0	0
ENSG00000151572	2	3	2	0	1	1
ENSG00000257325	0	0	0	0	0	0
ENSG00000258007	0	0	0	0	0	0
ENSG00000258033	13	10	4	9	6	6
ENSG00000256870	193	145	151	85	67	67
ENSG00000207414	0	0	0	0	0	0
ENSG00000241744	0	0	0	0	0	0
ENSG00000120800	1032	1416	1552	806	643	643
ENSG00000120805	1701	1292	1473	1766	1342	1342
ENSG00000257543	1	0	2	3	2	2
ENSG00000222890	0	0	1	0	0	0
ENSG00000239413	25	11	15	2	1	1
ENSG00000206929	0	0	0	0	0	0
ENSG00000202249	0	0	0	0	0	0
ENSG00000252366	0	0	0	0	0	0
ENSG00000166211	0	0	0	0	0	0
ENSG00000196091	1	0	3	0	0	0
ENSG00000257514	0	0	0	0	0	0
ENSG00000274560	7	4	1	5	0	0
ENSG00000111666	1323	1018	1110	804	637	637
ENSG00000199933	0	0	0	0	0	0
ENSG00000139351	2	6	4	1	1	1
ENSG00000111670	1617	1816	1933	1877	1455	1455
ENSG00000222255	0	0	0	0	0	0
ENSG00000258230	0	1	0	0	1	1
ENSG00000201168	0	0	0	0	0	0
ENSG00000222932	0	0	0	0	0	0
ENSG00000223046	0	0	0	0	0	0
ENSG00000252863	0	0	0	0	0	0
ENSG00000258153	0	1	0	0	0	0
ENSG00000136048	348	292	323	568	461	461
ENSG00000257202	0	0	1	0	0	0
ENSG00000241917	0	0	0	0	0	0
ENSG00000258308	0	1	0	0	0	0
ENSG00000258288	0	0	0	0	0	0
ENSG00000120860	364	236	251	438	335	335
ENSG00000257222	4	0	1	2	0	0
ENSG00000075188	934	709	658	714	512	512
ENSG00000185480	424	369	374	364	213	213
ENSG00000183395	0	0	0	0	0	0
ENSG00000281344	11	5	14	5	4	4
ENSG00000264554	0	0	0	0	0	0
ENSG00000258142	0	0	0	0	0	0
ENSG00000283052	0	0	0	0	0	0
ENSG00000017427	0	0	0	0	0	0
ENSG00000257254	0	0	0	0	0	0
ENSG00000258169	0	0	0	0	0	0
ENSG00000171759	8	5	10	8	8	8
ENSG00000282964	0	0	0	0	0	0
ENSG00000139352	174	117	140	59	91	91
ENSG00000288092	0	0	0	0	0	0
ENSG00000257703	0	0	0	0	0	0
ENSG00000257860	0	0	0	0	0	0
ENSG00000179088	9	12	5	13	13	13
ENSG00000257415	0	0	0	0	1	1
ENSG00000257994	0	0	0	0	0	0
ENSG00000286197	0	0	0	0	0	0
ENSG00000257762	0	0	2	0	1	1
ENSG00000136011	0	3	2	1	0	0
ENSG00000212594	0	0	0	0	0	0
ENSG00000257737	0	0	0	0	0	0
ENSG00000257766	0	0	0	0	0	0
ENSG00000257681	4	5	7	1	0	0
ENSG00000111696	322	354	438	156	143	143
ENSG00000257754	0	0	0	0	0	0
ENSG00000257327	1	0	1	0	0	0
ENSG00000214198	13	23	19	17	11	11
ENSG00000166598	10393	8438	8480	7592	5407	5407
ENSG00000284503	0	0	0	0	0	0
ENSG00000204954	207	130	164	123	139	139
ENSG00000139372	881	816	818	780	514	514
ENSG00000120820	14	12	10	15	11	11
ENSG00000216285	0	0	4	0	0	0
ENSG00000111727	225	218	240	326	251	251
ENSG00000120837	2019	1659	1731	2693	1796	1796
ENSG00000199415	0	0	0	1	0	0
ENSG00000257193	1	0	1	0	3	3
ENSG00000286258	9	5	4	20	14	14
ENSG00000198431	17809	16419	17885	29705	21039	21039
ENSG00000257732	0	0	0	1	1	1
ENSG00000213442	52	3	47	22	41	41
ENSG00000255150	14	12	18	11	11	11
ENSG00000171310	103	86	95	143	162	162
ENSG00000258111	0	0	0	0	0	0
ENSG00000279176	0	0	0	0	0	0
ENSG00000264295	0	0	0	0	0	0
ENSG00000136052	187	160	191	323	205	205
ENSG00000222579	0	0	0	0	0	0
ENSG00000286410	1	1	0	0	0	0
ENSG00000257758	7	4	9	2	2	2
ENSG00000151131	332	274	304	286	225	225
ENSG00000136010	18	38	45	37	28	28
ENSG00000136051	1249	1541	1569	1812	1126	1126
ENSG00000136044	1415	1210	1404	1903	1707	1707
ENSG00000235162	694	509	585	557	414	414
ENSG00000286903	0	0	0	0	0	0
ENSG00000257642	0	0	0	0	0	0
ENSG00000286520	0	0	0	0	0	0
ENSG00000257859	0	0	0	2	1	1
ENSG00000257773	2	3	2	0	1	1
ENSG00000257890	2	1	0	0	0	0
ENSG00000074590	460	434	516	751	683	683
ENSG00000257438	0	0	1	0	0	0
ENSG00000257611	0	1	1	0	0	0
ENSG00000136026	1847	1186	1566	1677	1689	1689
ENSG00000258355	0	1	1	0	1	1
ENSG00000277715	9	10	6	10	29	29
ENSG00000238609	0	0	0	0	0	0
ENSG00000166046	138	167	202	458	432	432
ENSG00000013503	344	307	345	318	263	263
ENSG00000257545	2	1	1	0	1	1
ENSG00000111783	0	0	0	0	0	0
ENSG00000257711	1	2	1	2	0	0
ENSG00000257918	0	1	0	1	0	0
ENSG00000111785	337	314	366	338	307	307
ENSG00000287957	4	4	2	1	2	2
ENSG00000257119	1	0	1	0	0	0
ENSG00000240631	0	0	0	0	0	0
ENSG00000260329	12	6	5	13	9	9
ENSG00000151135	848	730	802	1116	807	807
ENSG00000120832	190	196	189	178	173	173
ENSG00000008405	684	599	660	638	489	489
ENSG00000257548	0	0	0	0	0	0
ENSG00000286678	0	0	0	0	0	0
ENSG00000257444	0	0	0	0	0	0
ENSG00000151136	86	71	91	149	122	122
ENSG00000200897	0	0	0	0	0	0
ENSG00000222302	0	0	0	0	0	0
ENSG00000257579	0	0	0	0	0	0
ENSG00000222160	0	0	0	0	0	0
ENSG00000136045	1412	1058	1146	1162	946	946
ENSG00000240441	0	1	1	0	0	0
ENSG00000110851	1474	1291	1408	1481	1408	1408
ENSG00000258136	4	5	7	6	5	5
ENSG00000187855	0	0	0	0	0	0
ENSG00000257398	0	0	0	1	1	1
ENSG00000257951	11	11	10	26	31	31
ENSG00000257392	1	0	0	0	0	0
ENSG00000257426	0	0	1	0	1	1
ENSG00000258072	19	25	24	35	34	34
ENSG00000257129	0	0	0	0	0	0
ENSG00000075035	0	0	0	0	0	0
ENSG00000257281	0	0	0	0	0	0
ENSG00000174600	0	0	0	0	0	0
ENSG00000247213	1	1	0	1	0	0
ENSG00000198855	244	209	239	194	188	188
ENSG00000075856	1900	1377	1812	1501	1730	1730
ENSG00000287202	8	18	29	3	12	12
ENSG00000136003	1368	1005	1088	1369	1290	1290
ENSG00000183160	0	0	0	0	1	1
ENSG00000110876	5	1	2	2	3	3
ENSG00000257221	1	0	0	0	1	1
ENSG00000284388	0	0	0	0	0	0
ENSG00000110880	2502	2007	2226	1805	1560	1560
ENSG00000238457	0	0	0	0	0	0
ENSG00000200060	0	0	0	0	0	0
ENSG00000273499	0	0	0	0	0	0
ENSG00000084112	1106	1166	1487	1177	1222	1222
ENSG00000280110	0	0	0	0	0	0
ENSG00000274598	0	0	0	0	0	0
ENSG00000207622	0	0	0	0	0	0
ENSG00000110887	1	0	1	1	0	0
ENSG00000166111	1	2	0	0	1	1
ENSG00000201324	0	0	0	0	0	0
ENSG00000279630	0	0	0	0	0	0
ENSG00000135093	421	324	390	548	518	518
ENSG00000256262	1	0	0	1	2	2
ENSG00000212138	0	0	0	0	0	0
ENSG00000189046	619	365	496	326	430	430
ENSG00000076248	3289	2395	2631	1529	1427	1427
ENSG00000256139	0	1	0	0	0	0
ENSG00000076555	297	248	336	204	238	238
ENSG00000139445	5	3	4	7	9	9
ENSG00000174527	1	3	4	2	3	3
ENSG00000256560	0	0	0	0	0	0
ENSG00000255655	0	1	1	0	0	0
ENSG00000110906	1255	1041	1189	1537	1364	1364
ENSG00000151148	1154	960	1208	1369	1451	1451
ENSG00000139428	457	249	320	286	259	259
ENSG00000200274	0	0	0	0	0	0
ENSG00000110921	211	125	218	166	225	225
ENSG00000200794	0	0	0	0	0	0
ENSG00000139438	126	74	123	55	78	78
ENSG00000255650	0	3	3	0	1	1
ENSG00000111199	148	62	143	110	206	206
ENSG00000263510	0	0	0	0	0	0
ENSG00000139433	912	590	724	1252	1252	1252
ENSG00000256351	1	0	1	0	0	0
ENSG00000241413	0	1	1	0	0	0
ENSG00000249094	0	0	0	0	0	0
ENSG00000139437	710	550	712	595	665	665
ENSG00000139436	299	296	334	385	351	351
ENSG00000277299	0	0	0	2	0	0
ENSG00000280426	5	5	3	4	7	7
ENSG00000076513	547	480	548	679	671	671
ENSG00000174456	195	151	141	197	197	197
ENSG00000277595	2	0	0	1	1	1
ENSG00000286220	1	0	1	0	1	1
ENSG00000279360	0	0	0	0	0	0
ENSG00000122970	289	260	252	342	227	227
ENSG00000174437	6275	5747	7027	5227	4770	4770
ENSG00000276956	0	0	0	0	0	0
ENSG00000196510	1240	887	1023	745	707	707
ENSG00000258210	2	1	2	0	0	0
ENSG00000258011	1	2	2	1	0	0
ENSG00000111229	2396	1671	1772	2526	1831	1831
ENSG00000111231	720	562	610	465	355	355
ENSG00000241680	6	2	3	5	1	1
ENSG00000204856	300	181	216	90	83	83
ENSG00000111237	1742	1322	1437	1535	1095	1095
ENSG00000202335	0	0	0	0	0	0
ENSG00000278993	6	4	10	6	9	9
ENSG00000151164	22	18	19	18	14	14
ENSG00000196850	724	737	820	726	547	547
ENSG00000204852	401	326	349	334	297	297
ENSG00000263537	0	0	0	0	0	0
ENSG00000122986	3	0	3	1	1	1
ENSG00000186298	3897	3205	3388	3876	2648	2648
ENSG00000279925	1	0	0	0	0	0
ENSG00000257268	2	5	5	7	3	3
ENSG00000241286	4	2	5	0	2	2
ENSG00000173093	91	73	114	69	92	92
ENSG00000111245	0	1	0	0	0	0
ENSG00000185847	0	0	0	0	0	0
ENSG00000258240	0	1	0	0	0	0
ENSG00000111249	1	1	1	0	2	2
ENSG00000273700	0	0	0	0	0	0
ENSG00000253080	0	0	0	0	0	0
ENSG00000198324	208	75	157	150	213	213
ENSG00000257595	0	0	0	0	0	0
ENSG00000257539	0	0	0	0	1	1
ENSG00000111252	123	99	118	114	112	112
ENSG00000204842	853	901	1061	937	1052	1052
ENSG00000272215	0	0	0	0	0	0
ENSG00000238168	0	0	2	0	1	1
ENSG00000258099	0	1	3	1	3	3
ENSG00000089234	853	767	845	932	784	784
ENSG00000258359	12	10	12	3	15	15
ENSG00000111271	602	429	606	503	615	615
ENSG00000257767	0	0	0	0	0	0
ENSG00000111275	17	5	25	16	20	20
ENSG00000274697	0	0	0	0	0	0
ENSG00000234608	307	203	228	307	258	258
ENSG00000089022	1215	953	1099	1035	924	924
ENSG00000244060	0	0	0	0	1	1
ENSG00000229186	0	0	0	0	0	0
ENSG00000226469	8	3	4	5	2	2
ENSG00000198270	437	284	359	417	381	381
ENSG00000258373	1	0	1	1	0	0
ENSG00000257624	0	1	1	2	3	3
ENSG00000089248	3548	2005	2515	3223	3809	3809
ENSG00000274227	6	0	4	2	3	3
ENSG00000111300	1371	1465	1616	1296	875	875
ENSG00000266370	0	0	1	0	0	0
ENSG00000258323	0	0	1	0	0	0
ENSG00000200688	0	0	0	0	0	0
ENSG00000135148	1804	1284	1525	2436	2299	2299
ENSG00000200135	0	0	0	0	0	0
ENSG00000173064	744	1017	1305	913	1161	1161
ENSG00000283793	0	0	0	0	0	0
ENSG00000257494	0	0	0	0	0	0
ENSG00000201428	0	0	0	0	0	0
ENSG00000213152	3	2	2	5	5	5
ENSG00000257658	0	0	0	0	0	0
ENSG00000089009	4640	3576	3487	3988	3471	3471
ENSG00000179295	3218	3514	3944	3824	2745	2745
ENSG00000089169	0	0	0	0	1	1
ENSG00000283507	0	0	0	0	0	0
ENSG00000089127	1190	696	1009	1363	1597	1597
ENSG00000257452	0	0	1	0	0	0
ENSG00000111331	6062	5036	7432	4988	6942	6942
ENSG00000111335	876	806	1023	1238	1385	1385
ENSG00000258159	0	0	0	0	0	0
ENSG00000242461	0	0	0	0	0	0
ENSG00000135144	9	4	14	11	19	19
ENSG00000111344	115	59	126	73	141	141
ENSG00000186710	3	5	3	1	5	5
ENSG00000199899	1	0	0	0	0	0
ENSG00000123064	1534	665	1387	884	1485	1485
ENSG00000276908	0	0	0	0	0	0
ENSG00000201208	0	1	1	0	1	1
ENSG00000139405	673	297	573	383	528	528
ENSG00000257286	0	0	0	0	0	0
ENSG00000166578	101	89	82	134	138	138
ENSG00000186815	902	608	1020	661	1080	1080
ENSG00000277566	0	0	2	0	1	1
ENSG00000274822	0	0	0	0	0	0
ENSG00000089060	287	163	318	228	375	375
ENSG00000151176	1565	1228	1780	1753	2219	2219
ENSG00000135094	4	2	4	1	5	5
ENSG00000139410	414	111	314	285	447	447
ENSG00000089116	0	0	0	0	0	0
ENSG00000257935	0	0	0	0	0	0
ENSG00000249550	1	5	5	4	3	3
ENSG00000257231	1	0	0	0	0	0
ENSG00000122965	804	590	801	710	927	927
ENSG00000287229	1	2	0	1	5	5
ENSG00000257359	0	0	0	1	0	0
ENSG00000257603	0	0	0	0	0	0
ENSG00000257997	0	0	0	0	0	0
ENSG00000257300	0	0	0	0	0	0
ENSG00000257915	0	0	0	0	0	0
ENSG00000257476	0	0	0	0	0	0
ENSG00000089225	0	0	0	1	0	0
ENSG00000255399	0	0	0	0	0	0
ENSG00000222982	0	0	0	0	0	0
ENSG00000255830	0	0	0	0	0	0
ENSG00000258244	6	7	3	5	7	7
ENSG00000258254	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0
ENSG00000135111	223	211	225	358	346	346
ENSG00000257817	2	1	3	2	1	1
ENSG00000287982	0	0	0	0	0	0
ENSG00000252459	0	0	0	0	0	0
ENSG00000257517	0	0	0	0	0	0
ENSG00000283459	0	0	0	0	0	0
ENSG00000274879	0	1	0	0	0	0
ENSG00000257958	0	0	0	0	0	0
ENSG00000257519	0	0	0	0	0	0
ENSG00000271579	0	0	0	0	0	0
ENSG00000276308	0	0	0	0	0	0
ENSG00000276972	0	0	0	0	0	0
ENSG00000257726	0	0	0	0	0	0
ENSG00000258108	0	0	0	0	0	0
ENSG00000257407	0	0	0	0	0	0
ENSG00000241656	0	0	0	0	0	0
ENSG00000240205	0	0	0	0	0	0
ENSG00000257781	0	0	0	0	0	0
ENSG00000257683	0	1	3	2	0	0
ENSG00000200112	0	0	0	0	0	0
ENSG00000286991	0	0	0	0	0	0
ENSG00000123066	3462	5349	5657	3515	3248	3248
ENSG00000258034	2	0	1	0	0	0
ENSG00000200665	0	1	0	0	0	0
ENSG00000207967	0	0	0	0	0	0
ENSG00000257979	0	0	0	0	0	0
ENSG00000258337	1	0	0	0	0	0
ENSG00000286354	0	0	0	0	0	0
ENSG00000258346	0	0	0	0	0	0
ENSG00000264037	0	0	0	0	0	0
ENSG00000258018	1	0	3	3	0	0
ENSG00000196668	8	12	19	3	1	1
ENSG00000258102	23	25	31	24	27	27
ENSG00000275898	0	0	0	0	0	0
ENSG00000258249	0	0	0	0	0	0
ENSG00000257883	0	0	0	0	1	1
ENSG00000257654	0	0	0	0	0	0
ENSG00000111412	1752	1438	1826	2149	1952	1952
ENSG00000135119	146	95	102	115	120	120
ENSG00000239374	4	4	1	0	0	0
ENSG00000201382	0	0	0	0	0	0
ENSG00000275467	0	0	0	0	0	0
ENSG00000135116	60	74	80	56	54	54
ENSG00000240100	0	0	0	0	0	0
ENSG00000174989	672	592	779	654	685	685
ENSG00000274554	4	3	6	3	2	2
ENSG00000257279	4	1	6	4	1	1
ENSG00000277840	1	1	0	0	0	0
ENSG00000088992	7	3	8	6	3	3
ENSG00000258285	0	0	0	0	0	0
ENSG00000135108	1757	1579	1892	2024	1801	1801
ENSG00000089250	1	1	0	1	1	1
ENSG00000257465	0	0	0	0	0	0
ENSG00000255686	0	0	0	0	0	0
ENSG00000171435	151	208	236	192	200	200
ENSG00000256071	0	0	0	0	0	0
ENSG00000111445	1231	949	1140	798	649	649
ENSG00000277873	0	0	1	2	3	3
ENSG00000176871	1844	1322	1618	2136	1708	1708
ENSG00000276292	3	3	2	3	1	1
ENSG00000176834	1362	1153	1368	1709	1610	1610
ENSG00000274859	0	0	0	0	0	0
ENSG00000089220	5857	3489	4490	4839	4863	4863
ENSG00000135090	1476	1361	1661	2428	2217	2217
ENSG00000240342	1481	974	1030	1089	988	988
ENSG00000270482	3	4	7	5	5	5
ENSG00000111707	1589	1375	1550	1711	1407	1407
ENSG00000275759	0	2	1	1	0	0
ENSG00000275409	0	0	1	0	0	0
ENSG00000255714	0	0	0	0	0	0
ENSG00000241590	1	0	0	0	0	0
ENSG00000256750	0	0	0	0	0	0
ENSG00000255618	0	0	0	0	0	0
ENSG00000255814	0	0	0	0	0	0
ENSG00000199809	0	0	0	0	0	0
ENSG00000256149	0	0	0	0	0	0
ENSG00000201042	0	0	0	0	0	0
ENSG00000139767	0	0	0	0	0	0
ENSG00000286233	0	0	0	0	0	0
ENSG00000244112	0	0	0	0	0	0
ENSG00000257095	0	0	0	0	0	0
ENSG00000152137	1497	1044	1167	320	292	292
ENSG00000256884	0	0	1	0	0	0
ENSG00000256609	1	1	2	0	0	0
ENSG00000213144	24	13	16	9	11	11
ENSG00000256311	0	0	0	0	0	0
ENSG00000281196	0	0	0	0	0	0
ENSG00000183273	1	0	0	1	0	0
ENSG00000248636	0	0	0	1	1	1
ENSG00000224982	0	0	0	0	0	0
ENSG00000252886	0	0	0	0	0	0
ENSG00000111725	1091	797	889	922	963	963
ENSG00000122966	942	1160	1307	729	869	869
ENSG00000255692	0	1	1	0	0	0
ENSG00000283768	0	0	0	0	0	0
ENSG00000226729	0	0	0	0	1	1
ENSG00000135127	967	655	884	797	1022	1022
ENSG00000278250	0	0	0	0	0	0
ENSG00000255575	0	0	0	0	0	0
ENSG00000111737	1614	1035	1499	1337	1608	1608
ENSG00000277283	127	102	126	121	110	110
ENSG00000089154	4656	3530	5624	3080	4428	4428
ENSG00000266704	0	0	0	0	0	0
ENSG00000089157	21031	11424	16395	15500	17834	17834
ENSG00000255857	98	63	94	65	80	80
ENSG00000089159	1571	1034	1708	1877	2359	2359
ENSG00000286067	15	30	52	19	45	45
ENSG00000275936	7	1	3	0	0	0
ENSG00000240925	0	0	1	0	0	0
ENSG00000123009	17	14	9	6	2	2
ENSG00000202538	1	2	0	1	1	1
ENSG00000200795	0	1	1	0	2	2
ENSG00000089163	12	7	17	30	32	32
ENSG00000252659	0	1	0	0	0	0
ENSG00000170890	1	0	0	1	0	0
ENSG00000135097	361	168	271	211	303	303
ENSG00000239881	1	2	1	1	2	2
ENSG00000256695	0	0	0	0	1	1
ENSG00000111775	622	372	451	489	557	557
ENSG00000111780	0	0	0	0	0	0
ENSG00000170855	1206	852	901	1067	740	740
ENSG00000257218	725	569	682	661	507	507
ENSG00000219355	2	1	1	0	0	0
ENSG00000111786	2659	1689	2073	2159	2601	2601
ENSG00000088986	2463	1505	1891	1573	1541	1541
ENSG00000248008	307	218	247	220	231	231
ENSG00000278344	5	1	0	1	2	2
ENSG00000110871	790	544	578	864	647	647
ENSG00000222601	0	0	0	0	0	0
ENSG00000241030	4	2	1	1	1	1
ENSG00000022840	4496	3211	3814	4681	4147	4147
ENSG00000288623	0	0	0	0	0	0
ENSG00000167272	473	303	423	334	359	359
ENSG00000242137	1	0	0	0	1	1
ENSG00000256008	2	0	1	1	3	3
ENSG00000157782	3	2	4	2	4	4
ENSG00000110917	6172	5233	5487	5474	4779	4779
ENSG00000256364	0	0	0	0	0	0
ENSG00000277423	1	2	3	1	1	1
ENSG00000276188	0	0	0	1	1	1
ENSG00000175970	2063	1633	1952	2051	1702	1702
ENSG00000256569	0	0	0	0	0	0
ENSG00000284143	0	0	0	0	0	0
ENSG00000122971	102	44	88	64	161	161
ENSG00000255946	1	0	0	0	0	0
ENSG00000157837	1333	987	1169	1486	1429	1429
ENSG00000213137	0	0	0	0	0	0
ENSG00000286493	0	0	0	0	0	0
ENSG00000231313	3	1	0	1	0	0
ENSG00000244585	11	5	12	1	3	3
ENSG00000241388	0	0	0	0	0	0
ENSG00000135100	0	0	0	0	0	0
ENSG00000157895	452	257	334	326	378	378
ENSG00000135114	384	223	287	355	433	433
ENSG00000283542	1	0	1	1	1	1
ENSG00000256963	0	0	0	0	0	0
ENSG00000279001	0	0	0	0	0	0
ENSG00000201945	0	0	0	0	0	0
ENSG00000223538	0	0	0	0	0	0
ENSG00000089041	1	0	0	2	1	1
ENSG00000286248	0	0	0	0	0	0
ENSG00000274029	0	0	0	0	0	0
ENSG00000135124	658	373	540	661	776	776
ENSG00000110931	1485	1246	1413	1343	1395	1395
ENSG00000089053	3882	2760	3412	2696	2533	2533
ENSG00000258435	0	0	0	0	0	0
ENSG00000170633	878	643	784	872	836	836
ENSG00000089094	1031	699	1060	785	945	945
ENSG00000284402	0	0	0	0	0	0
ENSG00000256742	1	1	3	5	5	5
ENSG00000252393	0	0	0	0	0	0
ENSG00000276045	447	150	407	214	379	379
ENSG00000139714	79	48	54	85	91	91
ENSG00000286586	3	3	2	2	2	2
ENSG00000188735	377	299	450	211	257	257
ENSG00000139725	26	6	32	18	65	65
ENSG00000212694	143	88	172	68	155	155
ENSG00000272849	28	26	26	13	38	38
ENSG00000274292	2	4	3	0	7	7
ENSG00000139718	1008	796	1232	948	1515	1515
ENSG00000158104	10	8	10	9	14	14
ENSG00000256811	0	0	1	0	1	1
ENSG00000278084	0	0	0	1	0	0
ENSG00000287493	0	0	1	1	1	1
ENSG00000110801	185	59	139	75	144	144
ENSG00000256950	2	0	1	1	1	1
ENSG00000283389	0	0	0	0	0	0
ENSG00000239082	0	0	0	0	0	0
ENSG00000158023	58	72	71	119	96	96
ENSG00000255856	0	1	1	1	2	2
ENSG00000110987	882	582	792	812	992	992
ENSG00000256546	7	0	2	3	3	3
ENSG00000175727	1541	1160	1906	1311	1939	1939
ENSG00000158113	0	0	0	1	2	2
ENSG00000204671	0	0	0	0	1	1
ENSG00000176383	59	30	40	19	36	36
ENSG00000284934	2	0	0	0	0	0
ENSG00000184047	75	51	72	51	65	65
ENSG00000256861	0	0	0	0	0	0
ENSG00000139719	354	250	287	387	284	284
ENSG00000130779	2083	2387	2556	3151	2634	2634
ENSG00000214760	3	1	1	1	1	1
ENSG00000257097	2	2	1	0	0	0
ENSG00000033030	812	673	782	918	806	806
ENSG00000252192	2	0	2	0	0	0
ENSG00000275265	0	0	0	0	0	0
ENSG00000111011	2035	1870	2013	2040	1692	1692
ENSG00000184445	1478	2000	2117	997	750	750
ENSG00000255972	0	0	0	0	0	0
ENSG00000274191	2	6	0	0	0	0
ENSG00000256249	0	0	1	0	1	1
ENSG00000182782	10	6	12	33	24	24
ENSG00000255398	4	1	2	9	14	14
ENSG00000196917	278	246	321	688	733	733
ENSG00000256044	0	0	0	0	0	0
ENSG00000139726	2598	2118	2266	2490	1732	1732
ENSG00000206914	0	0	0	1	0	0
ENSG00000130783	2	6	3	3	1	1
ENSG00000130787	1236	562	1318	797	1563	1563
ENSG00000139722	176	95	177	162	239	239
ENSG00000256152	0	0	0	0	0	0
ENSG00000280138	13	24	18	17	22	22
ENSG00000150967	302	163	323	234	299	299
ENSG00000111325	33	33	47	29	41	41
ENSG00000256028	13	6	16	2	10	10
ENSG00000182196	16	2	17	5	14	14
ENSG00000090975	329	212	400	227	338	338
ENSG00000265526	0	0	0	0	0	0
ENSG00000251497	0	0	0	0	0	0
ENSG00000280381	0	1	0	1	0	0
ENSG00000051825	1160	1141	1313	1058	729	729
ENSG00000280120	51	41	38	23	17	17
ENSG00000130921	446	298	335	386	348	348
ENSG00000111328	3123	1991	2426	2522	2052	2052
ENSG00000269980	1	0	2	1	1	1
ENSG00000199845	0	0	0	0	0	0
ENSG00000139697	2305	2685	2844	3192	2375	2375
ENSG00000207189	0	0	0	0	0	0
ENSG00000256092	14	5	11	10	19	19
ENSG00000284425	0	0	0	0	0	0
ENSG00000183955	620	433	552	517	508	508
ENSG00000150977	348	211	266	520	654	654
ENSG00000270445	0	0	0	0	0	0
ENSG00000184209	592	357	398	571	621	621
ENSG00000188026	219	115	214	144	283	283
ENSG00000274427	2	2	0	0	2	2
ENSG00000278112	4	2	8	1	6	6
ENSG00000266655	0	0	0	0	0	0
ENSG00000247373	40	47	49	40	44	44
ENSG00000086598	6023	4700	5032	5843	3944	3944
ENSG00000111364	775	724	874	563	540	540
